,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
13,2020-05-14,The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.10.20097253v1?rss=1,MedRxiv,,,,,,,,RR 2.36,0.97,5.77,,Not Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,4 studies,"PubMed (MEDLINE), OVID (MEDLINE, HEALTHSTAR), SCOPUS, and medrxiv.org from October 1, 2019 to May 1, 2025",,N,N
14,2020-05-12,Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,https://doi.org/10.1001/jamainternmed.2020.2033,JAMA internal medicine,OR 4.62,1.76,12.12,0,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1590,"China National Health Commission between November 21, 2019 and January 31, 2020",,Y,N
15,2020-05-11,Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19,https://doi.org/10.1186/s12933-020-01035-2,Cardiovasc Diabetol,OR 1.80,0.52,6.18,0.35,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,151,"Tongji Hospital of Huazhong University of Science and Technology in Wuhan, China from Jan 12 2020, to Feb 13 2020",,N,N
16,2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,,,AHR 1.72,1.62,1.83,,Significant,Adjusted,Extracted,,Retrospective observational study,"17,425,445","TPP general practice in England from February 1 to April 25, 2020.",,N,N
17,2020-05-06,Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort,https://doi.org/10.1101/2020.05.01.20087932,MedRxiv,,,,,,,,OR 1.35,0.65,2.81,0.42,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020",,N,Y
18,2020-05-03,COVID-19 Infections and Outcomes in a Live Registry of Heart Failure Patients Across an Integrated Health Care System Short COVID-19 Infection in Heart Failure Corresponding Author,doi.org/10.1101/2020.04.27.20082016,medrxiv,,,,,,,,OR 2.36,1.12,4.99,0.02,Significant,Not Adjusted,Calculated,,Retrospective observational study,206,"Yale Heart Failure Registry (NCT04237701) on April 16th, 2020",,N,N
19,2020-05-02,The Chronic Kidney Disease and Acute Kidney Injury Involvement in COVID-19 Pandemic: A Systematic Review and Meta-analysis,https://doi.org/10.1101/2020.04.28.20083113,MedRxiv,OR 3.28,2.0,5.37,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,"36 Studies, 6395 Patients","PubMed, medRxiv.gov, CNKI Database and WanFang Database were searched from their available dates of inception to the latest issue (April 13, 2020)",,N,N
20,2020-04-29,Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection,https://doi.org/10.1101/2020.04.24.20078006,medrxiv,OR 2.37,1.47,3.82,<0.01,,,,,,,,,,,,Retrospective observational study,708,UK NHS hospital from 1st March to 5th April 2020,,Y,N
21,2020-04-27,Estimating Survival of Hospitalized COVID-19 Patients from Admission Information,http://doi.org/10.1101/2020.04.22.20075416,medrxiv,,,,,,,,OR 3.15,2.5,3.95,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,5233,"Northwell Health acute care hospitals on or after March 1, 2020, and were discharged or died before April 12, 2020. Clinical outcomes (i.e., discharges, mortality, and length of stay) were monitored until April 12, 2020, the final date of follow-up",,N,Y
22,2020-04-26,ICU and ventilator mortality among critically ill adults with COVID-19,https://doi.org/10.1101/2020.04.23.20076737,MedRxiv,,,,,,,,OR 1.82,0.92,3.61,0.09,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"ICU of Emory Healthcare acute-care hospitals in Atlanta, Georgia from March 6, 2020 through April 17, 2026",,N,N
23,2020-04-25,The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails,http://doi.org/10.1101/2020.04.21.20074633,,OR 6.38,3.23,12.59,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,6 studies,"PubMed, Scopus, EMBASE, Web of Science, and Google Scholar searched through March 12 2025",,Y,N
24,2020-04-22,Characterization and Clinical Course of 1000 Patients with COVID-19 in New York: retrospective case series,https://doi.org/10.1101/2020.04.20.20072116,medrxiv,OR 0.79,0.51,1.24,0.31,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1000,"NewYork-Presbyterian/Columbia University Irving Medical Center (NYP/CUIMC) from Mar 1, 2020 to April 15, 2030",,Y,N
25,2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,medRxiv,,,,,,,,HR 1.58,0.94,2.66,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",,N,N
26,2020-04-17,Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.,https://doi.org/10.1148/radiol.2020201433,Radiology,OR 5.2,1.4,18.9,0.01,,,,,,,,,,,,Retrospective observational study,236,"Italy, Emergency department admissions with CT results",,Y,N
27,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,https://doi.org/10.1101/2020.04.13.20063545,medRxiv,HR 1.9,1.3,2.9,,Significant,Not Adjusted,Extracted,HR 1.5,0.9,2.6,,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,2653,"All symptomatic patients who tested positive in Reggio from February 27 to April 2, 2020.",,N,N
28,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,http://doi.org/10.1101/2020.04.13.20063545,,,,,,,,,HR 1.5,0.9,2.6,,Significant,Adjusted,Extracted,,Retrospective observational study,2362,"All patients in Reggio Emilia, Italiy from Feb 27 to April 2, 2024",,N,N
29,2020-04-14,"Covid-19 Testing, Hospital Admission, and Intensive Care Among 2,026,227 United States Veterans Aged 54-75 Years",https://doi.org/10.1101/2020.04.09.20059964,MedRxiv,AOR=0.50,0.24,1.06,,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,585,"Veterans Administration Healthcare System from February 8, 2020 to March 30, 2025",,Y,N
30,2020-04-14,"Covid-19 Testing, Hospital Admission, and Intensive Care Among 2,026,227 United States Veterans Aged 54-75 Years",https://doi.org/10.1101/2020.04.09.20059964,MedRxiv,AOR=0.65,0.35,1.21,,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,585,"Veterans Administration Healthcare System from February 8, 2020 to March 30, 2026",,Y,N
31,2020-04-14,"Covid-19 Testing, Hospital Admission, and Intensive Care Among 2,026,227 United States Veterans Aged 54-75 Years",https://doi.org/10.1101/2020.04.09.20059964,MedRxiv,OR=1.73,1.08,2.77,,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,585,"Veterans Administration Healthcare System from February 8, 2020 to March 30, 2024",,Y,N
32,2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with",http://doi.org/10.1101/2020.04.08.20057794,medRxiv,OR 0.51,0.29,0.89,0.02,Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,4103,"Single-center study in  New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2022",,Y,N
33,2020-04-08,Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7185114/,Aging,OR 2.51,0.93,6.78,,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,1558,"PubMed (Medline), EMBASE, Springer, Web of Science, and Cochrane Library databases up to date to March 1, 2020",,N,N
34,2020-04-03,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119513/,Morbidity and Mortality Weekly Report,OR 6.57,4.8,9.0,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,7162,"CDC passive surveillance registry as of March 28, 2022",,Y,N
35,2020-04-03,History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,https://doi.org/10.1101/2020.03.23.20041848,medRxiv,,,,,,,,HR 2.3,0.9,6.0,0.09,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,275,"mainland China outside of Hubei Province, from December 18th, 2019 to March 8, 2027",,N,N
36,2020-04-02,"Clinical features of 95 sequential hospitalised patients with novel coronavirus 2019 disease (COVID-19), the first UK cohort",doi.org/10.1016/j.jinf.2020.04.020,Journal of Infection,,,,,,,,OR 1.58,0.52,4.77,0.42,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,95,"North Bristol NHS Trust March 10 to March 30, 2020",,N,N
37,2020-03-17,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.17.20037572,medRxiv,OR 6.02,2.19,16.51,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,4 studies enrolling 1620 patients,"PubMed, Web of Science Core Collection, Embase, Cochrane and MedRxiv databases were searched through February 25, 2020.",,N,N
