,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
10,2020-05-15,Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France,https://www.sciencedirect.com/science/article/pii/S0040595720300949?v=s5,Therapies,OR 2.55,0.92,7.06,0.07,Not Significant,Not Adjusted,Calculated,,,,,,,,,Case series,96,"Toulouse University Hospital in France between March 10, 2020 and April 21, 2020",,Y,N
11,2020-05-14,Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico,http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1,MedRxiv,,,,,,,,OR 1.51,2.03,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,9946,"Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020",,N,N
12,2020-05-08,"Clinical findings of patients with coronavirus disease 2019 in Jiangsu province, China: A retrospective, multi-center study.",https://doi.org/10.1371/journal.pntd.0008280,PLoS neglected tropical diseases,AOR=9.22,2.73,31.13,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,202,"Affiliated Hospital of Xuzhou Medical University [27 cases]; The Affiliated Hospital of Kangda College of Nanjing Medical University, The First People’s Hospital of Lianyungang [11 cases]; Infectious Disease Hospital of Suqian [11 cases]; Huai’an No. 4 People’s Hospital [41 cases]; Yancheng Second People’s Hospital [12 cases]; The Third People’s Hospital of Yangzhou [15 cases]; The Third People’s Hospital of Changzhou [28 cases] and The Affiliated Infectious Diseases Hospital of Soochow University [57 cases] from January 22, 2020 to February 10, 2020",,N,N
13,2020-05-08,"Clinical findings of patients with coronavirus disease 2019 in Jiangsu province, China: A retrospective, multi-center study.",https://doi.org/10.1371/journal.pntd.0008280,PLoS neglected tropical diseases,OR=6.90,2.38,20.0,<0.05,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,202,"Affiliated Hospital of Xuzhou Medical University [27 cases]; The Affiliated Hospital of Kangda College of Nanjing Medical University, The First People’s Hospital of Lianyungang [11 cases]; Infectious Disease Hospital of Suqian [11 cases]; Huai’an No. 4 People’s Hospital [41 cases]; Yancheng Second People’s Hospital [12 cases]; The Third People’s Hospital of Yangzhou [15 cases]; The Third People’s Hospital of Changzhou [28 cases] and The Affiliated Infectious Diseases Hospital of Soochow University [57 cases] from January 22, 2020 to February 10, 2020",,N,N
14,2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,,,AHR 1.27,1.18,1.36,,Significant,Adjusted,Extracted,,Retrospective observational study,"17,425,445","TPP general practice in England from February 1 to April 25, 2020.",,N,N
15,2020-05-01,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026",http://doi.org/10.1101/2020.05.01.20087126,medrxiv,,,,,,,,AOR 2.55,1.03,6.33,<0.01,Significant,Adjusted,Extracted,,Retrospective observational study,279,"Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020",,N,Y
16,2020-05-01,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026",http://doi.org/10.1101/2020.05.01.20087125,medrxiv,,,,,,,,OR 2.08,0.96,4.51,0.07,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,279,"Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020",,N,Y
17,2020-05-06,30-day mortality in patients hospitalized with COVID-19 during the first wave of the Italian epidemic: a prospective cohort study,https://doi.org/10.1101/2020.05.02.20088336,MedRxiv,,,,,,,,OR 2.38,1.11,5.1,0.03,Significant,Not Adjusted,Calculated,,Prospective observational study,233,"Luigi Sacco Hospital in Milan, Italy, between 21 February (the day the first patients were hospitalised) to 19 March 2020; the observation of the cohort was censored on 20 April 2020",,N,N
18,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.95,1.11,3.42,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
19,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.96,1.19,3.24,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
20,2020-05-04,Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes,https://doi.org/10.1101/2020.04.28.20075788,MedRxiv,,,,,,,,OR 0.68,1.26,0.63,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,3273,Mount Sinai Health System from 2/24/2020 to 4/15/2020,,N,N
21,2020-04-29,"Key predictors of attending hospital with COVID19: An association study from the COVID Symptom Tracker App in 2,618,948 individuals",https://doi.org/10.1101/2020.04.25.20079251,medrxiv,OR 1.33,1.04,1.7,,,,,,,,,,,,,Retrospective observational study,2618948,"UK and US-based COVID Symptom Tracker App users (through April 21, 2020)",,Y,N
22,2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,medRxiv,,,,,,,,HR 0.74,0.43,1.27,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",,N,N
23,2020-04-19,Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease,https://doi.org/10.1016/j.metabol.2020.154244,Metabolism,OR 5.77,1.19,27.91,0.03,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,66,Adult laboratory-confirmed COVID-19 patients between ages 18 and 75 admitted to three hospitals in Wenzhou.,,N,N
24,2020-04-17,Clinical Characteristics of Covid-19 in New York City,doi.org/10.1056/nejmc2010419,New England Journal of Medicine,OR 1.64,1.06,2.54,0.03,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,393,"2 hospitals in Manhattan from March 3 - March 27, 2020",,Y,N
25,2020-04-17,The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171478/,Deutsches Arzeblatt International,OR 2.82,0.84,9.51,0.09,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,50,Aachen University Hospital during the period between February and March 2020,,Y,N
26,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,https://doi.org/10.1101/2020.04.13.20063545,medRxiv,HR 1.4,0.9,2.0,,Not Significant,Not Adjusted,Extracted,HR 1.3,0.6,2.9,,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,2653,"All symptomatic patients who tested positive in Reggio from February 27 to April 2, 2020.",,N,N
27,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,http://doi.org/10.1101/2020.04.13.20063545,,,,,,,,,HR 1.3,0.6,2.9,,Significant,Adjusted,Extracted,,Retrospective observational study,2362,"All patients in Reggio Emilia, Italiy from Feb 27 to April 2, 2027",,N,N
28,2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with",http://doi.org/10.1101/2020.04.08.20057794,medRxiv,OR 1.38,1.03,1.85,0.03,Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,4103,"Single-center study in  New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2020",,Y,N
29,2020-04-10,Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19,https://doi.org/10.1016/j.jinf.2020.04.002,Journal of Infection,,,,,,,,OR 1.15,1.01,1.3,<0.05,Significant,Not Adjusted,Extracted,,Retrospective observational study,245,"Zhongnan Hospital of Wuhan University from January 1 to February 29, 2020",,N,N
30,2020-04-09,Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184372/,Clinical Infectious Diseases,OR 1.1,0.8,1.7,0.57,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,3615,"Age > 60 years, March 3-April 4, 2020",,Y,N
31,2020-04-09,Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184372/,Clinical Infectious Diseases,OR 1.8,1.2,2.7,<0.01,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,3615,"Age < 60 years, March 3-April 4, 2020",,Y,N
32,2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),AOR=1.69,0.52,5.48,0.22,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",,Y,N
33,2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),AOR=3.45,0.83,14.31,0.48,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",,Y,N
34,2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),AOR=7.36,1.63,33.14,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",,Y,N
35,2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),OR=1.72,0.56,5.23,0.22,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",,Y,N
36,2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),OR=3.38,0.9,12.72,0.45,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",,Y,N
37,2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),OR=6.75,1.76,25.85,<0.05,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",,Y,N
38,2020-03-30,"Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China",https://doi.org/10.1016/j.ijcard.2020.03.087,International Journal of Cardiology,OR 1.77,0.79,3.96,0.17,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,112,"Renmin Hospital of Wuhan Univeristy from  January 6 to February 20, 2020",,N,N
39,2020-03-30,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China",https://doi.org/10.1101/2020.03.25.20037721,medRxiv,OR 3.6,1.15,11.26,0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,323,"Tianyou Hospital from January 8 to February 20, 2020",,N,N
40,2020-03-03,Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study,https://doi.org/10.1101/2020.03.01.20029397,medRxiv,OR 4.89,2.19,10.87,<.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,267,"Qianjiang central hospital of Chongqing, Chongqing three gorges central hospital and Chongqing public health medical center from January 19 to February 16, 2026",,N,N
41,2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,,,HR=0.76,0.4,1.47,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",,N,N
42,2020-05-14,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China",https://doi.org/10.2337/dc20-0576,Diabetes care,OR 2.14,1.33,3.45,0,,,,,,,,,,,,Retrospective observational study,383,"Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020)",,N,N
