,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
10,2020-05-08,Clinical course of severe and critical COVID-19 in hospitalized pregnancies: a US cohort study,https://doi.org/10.1016/j.ajogmf.2020.100134,American Journal of Obstetrics and Gynecology MFM,OR 0.49,0.12,2.06,0.33,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,64,"Multi-center study enrolling admissions  from  March  5  to  April  20,  2020",,Y,N
11,2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,,,AHR 1.71,1.44,2.02,,Significant,Adjusted,Extracted,,Retrospective observational study,"17,425,445","TPP general practice in England from February 1 to April 25, 2020.",,N,N
12,2020-05-06,Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort,https://doi.org/10.1101/2020.05.01.20087932,MedRxiv,,,,,,,,OR 1.95,0.82,4.63,0.13,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020",,N,Y
13,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 2.13,1.19,3.83,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
14,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 2.46,1.45,4.18,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
15,2020-05-04,Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes,https://doi.org/10.1101/2020.04.28.20075788,MedRxiv,,,,,,,,OR 0.80,0.63,1.0,0.05,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,3273,Mount Sinai Health System from 2/24/2020 to 4/15/2020,,N,N
16,2020-05-03,COVID-19 Infections and Outcomes in a Live Registry of Heart Failure Patients Across an Integrated Health Care System Short COVID-19 Infection in Heart Failure Corresponding Author,doi.org/10.1101/2020.04.27.20082016,medrxiv,,,,,,,,OR 0.42,0.16,1.1,0.07,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,181,"Yale Heart Failure Registry (NCT04237701) on April 16th, 2020",,N,N
17,2020-05-01,"Cardiovascular Disease, Drug Therapy, and Mortality in Covid-19",https://www.ncbi.nlm.nih.gov/pubmed/32356626/,N Engl J Med,,,,,,,,OR 0.53,1.1,0.15,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,8910,"169 hospitals located in 11 countries in Asia, Europe, and North America from Dec 20, 2019 to March 15, 2020",,N,N
18,2020-04-27,Estimating Survival of Hospitalized COVID-19 Patients from Admission Information,http://doi.org/10.1101/2020.04.22.20075416,medrxiv,,,,,,,,OR 0.55,0.46,0.66,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,5233,"Northwell Health acute care hospitals on or after March 1, 2020, and were discharged or died before April 12, 2020. Clinical outcomes (i.e., discharges, mortality, and length of stay) were monitored until April 12, 2020, the final date of follow-up",,N,Y
19,2020-04-26,ICU and ventilator mortality among critically ill adults with COVID-19,https://doi.org/10.1101/2020.04.23.20076737,MedRxiv,,,,,,,,OR 2.04,0.78,5.32,0.14,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"ICU of Emory Healthcare acute-care hospitals in Atlanta, Georgia from March 6, 2020 through April 17, 2031",,N,N
20,2020-04-18,The COVID-19 Pandemic: a Call to Action to Identify and Address Racial and Ethnic Disparities,https://doi.org/10.1007/s40615-020-00756-0,J Racial Ethn Health Disparities,,,,,,,,OR 0.59,1.6,0.9,,Not Significant,Not Adjusted,Calculated,,Cross-sectional study,4914,"Connecticut surveillance through April 3, 2021",,N,N
