,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
10,2020-05-22,Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.,https://doi.org/10.1002/jmv.26050,Journal of medical virology,,,,,,,,OR=1.97,1.67,2.31,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,12 studies enrolling 4315 patients,"PubMed, Google scholar, Web of Science, and China National Knowledge Infrastructure (CNKI) between January 1, 2020 and April 24, 2020 without language restriction",,N,N
11,2020-05-20,COVID-19 in Liver Transplant Recipients: An Initial Experience from the U.S. Epicenter,https://www.sciencedirect.com/science/article/pii/S001650852034703X?v=s5,Gastroenterology,OR 1.40,0.28,7.02,0.68,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,38,"Liver transplant patients at Mount Sinai Hospital from March 18, 2020 to April 13, 2020",,N,N
12,2020-05-20,Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study,https://www.england.nhs.uk/wp-content/uploads/2020/05/valabhji-COVID-19-and-Diabetes-Paper-1.pdf,NHS England,,,,,,,,AOR 2.01,1.96,2.07,<0.01,Significant,Adjusted,Extracted,,Retrospective observational study,61414470,"All individuals registered with a GP practice in England and alive on the 19th February; data extracted on May 11, 2020.",,N,N
13,2020-05-19,Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.13.20100495v1?rss=1,MedRxiv,OR=2.06,0.77,5.5,0.15,Not Significant,Not Adjusted,Extracted,OR=1.89,1.07,3.36,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,4 studies enrolling 407 patients,"PubMed from January 1 until April 19, 2020",,Y,N
14,2020-05-19,Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19,https://www.ncbi.nlm.nih.gov/pubmed/32423368/,Otolaryngol Head Neck Surg,OR 1.60,1.06,2.41,<0.05,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,486,"Ten hospitals in the Chicago metropolitan area from March 1, 2020 to April 8, 2020",,Y,N
15,2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,,,AHR=1.31,0.81,2.1,,Not Significant,Adjusted,Extracted,,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",,N,N
16,2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,,,HR=1.65,1.11,2.44,,Significant,Not Adjusted,Extracted,,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",,N,N
17,2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,AOR=1.26,0.58,2.73,0.56,Not Significant,Adjusted,Extracted,AOR=1.16,0.55,2.44,0.7,Not Significant,Adjusted,Extracted,,Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",,Y,N
18,2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,OR=1.95,0.98,3.88,0.06,Not Significant,Not Adjusted,Extracted,OR=1.76,0.91,3.4,0.09,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",,Y,N
19,2020-05-15,Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France,https://www.sciencedirect.com/science/article/pii/S0040595720300949?v=s5,Therapies,OR 0.54,0.18,1.58,0.26,Not Significant,Not Adjusted,Calculated,,,,,,,,,Case series,96,"Toulouse University Hospital in France between March 10, 2020 and April 21, 2020",,Y,N
20,2020-05-14,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",https://doi.org/10.2337/dc20-0576,Diabetes care,OR 4.28,1.78,10.28,0,,,,,,,,,,,,Retrospective observational study,383,"Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020)",,N,N
21,2020-05-14,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study",https://doi.org/10.2337/dc20-0598,Diabetes care,,,,,,,,OR 1.13,4.17,0.02,,Significant,Not Adjusted,Calculated,,Retrospective observational study,153,Renmin Hospital of Wuhan University and Zhongnan Hospital of Wuhan University from 1 January 2020 to 8 March 2020,,N,Y
22,2020-05-14,Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.,https://doi.org/10.2337/dc20-0660,Diabetes care,OR=2.21,1.5,3.26,,Significant,Not Adjusted,Extracted,OR=2.51,1.53,4.13,,Significant,Not Adjusted,Extracted,,Retrospective observational study,904,Central Hospital of Wuhan from 1 January 2020 to 17 March 2020,,N,Y
23,2020-05-14,Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico,http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1,MedRxiv,,,,,,,,OR 2.70,3.58,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,9946,"Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020",,N,N
24,2020-05-14,The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.10.20097253v1?rss=1,MedRxiv,,,,,,,,RR 1.37,0.85,2.2,,Not Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,12 studies,"PubMed (MEDLINE), OVID (MEDLINE, HEALTHSTAR), SCOPUS, and medrxiv.org from October 1, 2019 to May 1, 2023",,N,N
25,2020-05-12,Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,https://doi.org/10.1001/jamainternmed.2020.2033,JAMA internal medicine,OR 4.26,2.71,6.69,0,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1590,"China National Health Commission between November 21, 2019 and January 31, 2020",,Y,N
26,2020-05-01,A report from the Brescia Renal COVID Task Force on the clinical characteristics and short-term outcome of hemodialysis Q1 patients with SARS-CoV-2 infection,http://doi.org/10.1016/j.kint.2020.04.030,Kidney International,OR 1.7,0.75,3.9,0.21,Not Significant,Not Adjusted,Extracted,OR 1.7,0.69,4.2,0.25,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,94,"Brescia Renal COVID Task Force from March 1, 2020 to April 3, 2020",,Y,N
27,2020-05-11,Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea,http://medrxiv.org/cgi/content/short/2020.05.08.20095174v1?rss=1,MedRxiv,OR 3.92,3.04,5.06,0,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,5172,"The insurance claims database of the HIRA of South Korea through April 8, 2020",,Y,N
28,2020-05-11,Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19,https://doi.org/10.1186/s12933-020-01035-2,Cardiovasc Diabetol,OR 2.64,1.27,5.68,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,151,"Tongji Hospital of Huazhong University of Science and Technology in Wuhan, China from Jan 12 2020, to Feb 13 2020",,N,N
29,2020-05-10,Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.,http://medrxiv.org/cgi/content/short/2020.05.05.20092015v1?rss=1,MedRxiv,,,,,,,,OR 1.02,2.61,0.04,,Significant,Not Adjusted,Calculated,,Retrospective observational study,441,"Parma, Northern Italy, from March 5 to March 31, 2024",,N,N
30,2020-05-07,Coronavirus disease 2019 (COVID-19) and cardiovascular risk: A meta-analysis,https://doi.org/10.1016/j.pcad.2020.05.001,Progress in Cardiovascular Disease,OR 3.02,2.07,4.42,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,11 studies,"MEDLINE, Embase, Cochrane Database of Systematic Reviews, Scopus, and Web of Science as well as preprint servers from December 2019 through April 10, 2020",,Y,N
31,2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,,,AHR 1.50,1.4,1.6,,Significant,Adjusted,Extracted,,Retrospective observational study,17425445,"TPP general practice in England from February 1 to April 25, 2020.",,N,N
32,2020-05-01,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2024",http://doi.org/10.1101/2020.05.01.20087123,medrxiv,,,,,,,,OR 1.49,0.84,2.65,0.18,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,279,"Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020",,N,Y
33,2020-05-06,Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort,https://doi.org/10.1101/2020.05.01.20087932,MedRxiv,,,,,,,,OR 1.68,0.94,3.01,0.08,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020",,N,Y
34,2020-05-06,Is diabetes mellitus associated with mortality and severity of COVID-19? A meta-analysis,https://doi.org/10.1016/j.dsx.2020.04.044,Diabetes and Metabolic Syndrome: Clinical Research and Reviews,OR 2.75,2.09,3.62,,Significant,Not Adjusted,Extracted,OR 1.90,1.37,2.64,,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,"33 studies, 16003 patients","PubMed from Feb 7, 2020 to Apr 17, 2020",,N,N
35,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.77,1.03,3.03,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
36,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 2.25,1.41,3.57,<0.05,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
37,2020-05-05,Risk Factors of the Severity of COVID-19: A Meta-Analysis,https://doi.org/10.1101/2020.04.30.20086744,MedRxiv,RR=1.57,1.25,1.98,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,"10 Studies, 2272 Patients","PubMed, Google Scholar, EMBASE, and Cochrane Library from Apr 2, 2020 to Apr 18, 2020",,N,N
38,2020-05-04,Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes,https://doi.org/10.1101/2020.04.28.20075788,MedRxiv,,,,,,,,OR 1.19,1.72,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,3273,Mount Sinai Health System from 2/24/2020 to 4/15/2020,,N,N
39,2020-05-01,"Cardiovascular Disease, Drug Therapy, and Mortality in Covid-19",https://www.ncbi.nlm.nih.gov/pubmed/32356626/,N Engl J Med,,,,,,,,OR 1.13,1.79,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,8910,"169 hospitals located in 11 countries in Asia, Europe, and North America from Dec 20, 2019 to March 15, 2020",,N,N
40,2020-04-30,"Clinical course and outcome of 107 patients infected with the novel coronavirus, SARS-CoV-2, discharged from two hospitals in Wuhan, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7192564/,Critical Care,,,,,,,,OR 4.88,1.31,18.18,0.02,Significant,Not Adjusted,Calculated,,Retrospective observational study,107,"Zhongnan Hospital of Wuhan University and Xishui People’s Hospital up to Feb 10, 2020",,N,Y
41,2020-04-29,"Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China",doi.org/10.1101/2020.04.24.20078063,medrxiv,HR 0.71,0.26,1.95,0.38,Not Significant,Not Adjusted,Extracted,,,,,,,,,Prospective observational study,114,"Union Hospital from January 23, 2020 to February 22, 2020",,Y,N
42,2020-04-29,Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection,https://doi.org/10.1101/2020.04.24.20078006,medrxiv,OR 2.01,1.35,2.98,<0.01,,,,,,,,,,,,Retrospective observational study,708,UK NHS hospital from 1st March to 5th April 2020,,Y,N
43,2020-04-29,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",https://doi.org/10.1101/2020.04.24.20077875,medrxiv,AOR: 1.2,0.64,2.24,0.57,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,610,"14 hospitals in Zhejiang province, China between Jan 10 and Feb 28, 2020 and confirmed diagnosis of Covid-19 infection were included",,N,N
44,2020-04-28,Association of Digestive Symptoms and Hospitalization in Patients with SARS-CoV-2 Infection,https://doi.org/10.1101/2020.04.23.20076935,medrxiv,OR 4.42,1.54,12.63,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,207,"Stanford University Hospital and Clinics from March 03, 2020 to April 7, 2020",,Y,N
45,2020-04-28,"Predictive factors for disease progression in hospitalized patients with Coronavirus Disease 2019 in Wuhan, China",https://doi.org/10.1016/j.jcv.2020.104392,Journal of Clinical Virology,OR 17.6,4.84,63.98,<0.01,,,,,,,,,,,,Retrospective observational study,111,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology from January 13 to February 16 in 2020",,Y,N
46,2020-04-28,"Clinical characteristics of 145 patients with corona virus disease 2019 (COVID-19) in Taizhou, Zhejiang, China",https://doi.org/10.1007/s15010-020-01432-5,Infection,OR 2.64,0.86,8.05,0.09,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,145,"Taizhou Public Health Medical Center, Zhejiang, China from Jan 1, 2020 to Mar 11, 2020",,N,N
47,2020-04-28,"Clinical determinants for fatality of 44,672 patients with COVID-19",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187660/,Critical Care,,,,,,,,OR 3.54,2.79,4.48,<0.01,Significant,Not Adjusted,"Extracted RR, Calculated OR",,Case series,44672,"Chinese center for disease control and prevention (44,672 laboratory confirmed cases updated through February 11, 2020, [2])",,N,N
48,2020-04-27,Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7196305/,Theranostics,OR 3.27,1.39,7.71,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,421,Jiangsu province between 10 January and 18 February 2020.,,Y,N
49,2020-04-27,Clinical characteristics and outcomes of patients with severe covid-19 with diabetes,https://www.ncbi.nlm.nih.gov/pubmed/32345579/,BMJ Open Diabetes Res Care,,,,,,,,OR 2.16,10.57,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,193,"Tongji Hospital (Wuhan, China) from January 10, 2020 to February 24, 2020;",,N,N
50,2020-04-27,Estimating Survival of Hospitalized COVID-19 Patients from Admission Information,http://doi.org/10.1101/2020.04.22.20075416,medrxiv,,,,,,,,OR 1.59,1.38,1.83,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,5233,"Northwell Health acute care hospitals on or after March 1, 2020, and were discharged or died before April 12, 2020. Clinical outcomes (i.e., discharges, mortality, and length of stay) were monitored until April 12, 2020, the final date of follow-up",,N,Y
51,2020-04-26,ICU and ventilator mortality among critically ill adults with COVID-19,https://doi.org/10.1101/2020.04.23.20076737,MedRxiv,,,,,,,,OR 1.15,0.6,2.19,0.67,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"ICU of Emory Healthcare acute-care hospitals in Atlanta, Georgia from March 6, 2020 through April 17, 2027",,N,N
52,2020-04-25,The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails,http://doi.org/10.1101/2020.04.21.20074633,,OR 3.54,1.79,7.01,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,9 studies,"PubMed, Scopus, EMBASE, Web of Science, and Google Scholar searched through March 12 2021",,Y,N
53,2020-04-25,Association between rRT-PCR test results upon admission and outcome in hospitalized chest CT-Positive COVID-19 patients; a provincial retrospective cohort with active follow-up,doi.org/10.1101/2020.04.21.20074641,medrxiv,,,,,,,,OR 1.39,0.73,2.64,0.29,Not Significant,Adjusted,Extracted,,Retrospective observational study,1197,"Qazvin province hospitals Feb 20-March 11, 2020",,N,N
54,2020-04-24,"COVID-19 in Iran, a comprehensive investigation from exposure to treatment outcomes",https://doi.org/10.1101/2020.04.20.20072421,medrxiv,OR 2.17,0.69,6.83,0.19,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,100,"YAS hospital affiliated to Tehran University of Medical Sciences from Feb 22 to March 5, 2020",,Y,N
55,2020-04-23,Risk factors of critical & mortal COVID-19 cases: A systematic literature review and meta-analysis,https://doi.org/10.1016/j.jinf.2020.04.021,Journal of Infection,OR: 3.68,2.68,5.03,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,3033 patients from 13 studies,China,,Y,N
56,2020-04-23,"Venous and arterial thromboembolic complications in COVID-19 patients admitted to an academic hospital in Milan, Italy",doi.org/10.1016/j.thromres.2020.04.024,Thrombosis Research,OR 0.71,0.35,1.44,0.35,,,,,,,,,,,,Retrospective observational study,388,"Humanitas Clinical and Research Hospital,  since February 2021",,Y,N
57,2020-04-21,Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology],https://doi.org/10.1016/j.jcv.2020.104378,Journal of Clinical Virology,,,,,,,,OR 1.24,0.66,2.34,0.51,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,2968,"Baqiyatallah hospital from 19 February 2020, to 15 April 2020",,N,N
58,2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",http://doi.org/10.1101/2020.04.15.20067157,medRxiv,,,,,,,,HR 0.89,0.57,1.39,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"Columbia University Irving Medical Center (2 affiliated hospitals in Manhattan) from March 2nd to April 1st, 2020.",,N,N
59,2020-04-19,Comorbid Chronic Diseases and Acute Organ Injuries Are Strongly Correlated with Disease Severity and Mortality among COVID-19 Patients: A Systemic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187729/,Research,OR 2.61,2.05,3.33,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,"31 studies, 6104 patients","PubMed, Embase, Web of Science, medRxiv, and bioRxiv databases for articles published through April 6, 2020",,Y,N
60,2020-04-19,Early prediction of mortality risk among severe COVID-19 patients using machine learning,https://doi.org/10.1101/2020.04.13.20064329,medRxiv,,,,,,,,OR 1.16,0.55,2.47,0.7,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,256,"Severe COVID-19 patients only from Sino-French New City Branch of Tongji Hospital from Jan 28 to March 11, 2020",,N,N
61,2020-04-17,Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.,https://doi.org/10.1148/radiol.2020201433,Radiology,OR 1.93,0.94,3.93,0.07,,,,,,,,,,,,Retrospective observational study,236,"Italy, Emergency department admissions with CT results",,Y,N
62,2020-04-17,Clinical Characteristics of Covid-19 in New York City,doi.org/10.1056/nejmc2010419,New England Journal of Medicine,OR 1.22,0.75,1.96,0.42,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,393,"2 hospitals in Manhattan from March 3 - March 27, 2020",,Y,N
63,2020-04-17,Association between ABO blood groups and clinical outcome of coronavirus disease 2019: Evidence from two cohorts,http://doi.org/10.1101/2020.04.15.20063107,medRxiv,,,,,,,,OR 1.5,0.53,4.27,0.45,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,234,"Patients with mild symptoms from Xi’an, Beijing, and Wuhan and patients who are critically ill from Xi'an and Wuhan (from a total of 5 hospitals), enrolled from February 5 to March 20, 2025",,Y,N
64,2020-04-17,The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171478/,Deutsches Arzeblatt International,OR 1.43,0.46,4.42,0.54,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,50,Aachen University Hospital during the period between February and March 2020,,Y,N
65,2020-04-17,"Diabetes mellitus is associated with increased mortality and severity of disease in COVID-19 pneumonia â€“ A systematic review, meta-analysis, and meta-regression",https://doi.org/10.1016/j.dsx.2020.04.018,Diabetes & Metabolic Syndrome: Clinical Research & Reviews,RR 2.45,1.79,3.35,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,30 studies enrolling 6452 patients,"PubMed and EuropePMC with the search terms (1) “COVID-19″ OR “SARS-CoV-2″ AND “Characteristics”, (2) “COVID-19″ OR “SARS-CoV-2″ AND “Diabetes”, English, MEDLINE through  April 8th, 2020.",,N,N
66,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,https://doi.org/10.1101/2020.04.13.20063545,medRxiv,HR 1.5,1.3,1.9,,Significant,Not Adjusted,Extracted,HR 1.6,1.1,2.2,,Significant,Not Adjusted,Extracted,,Retrospective observational study,2653,"All symptomatic patients who tested positive in Reggio from February 27 to April 2, 2020.",,N,N
67,2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,http://doi.org/10.1101/2020.04.13.20063545,,,,,,,,,HR 1.6,1.1,2.2,,Significant,Adjusted,Extracted,,Retrospective observational study,2362,"All patients in Reggio Emilia, Italiy from Feb 27 to April 2, 2023",,N,N
68,2020-04-14,"Covid-19 Testing, Hospital Admission, and Intensive Care Among 2,026,227 United States Veterans Aged 54-75 Years",https://doi.org/10.1101/2020.04.09.20059964,MedRxiv,AOR=1.41,0.85,2.35,,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,585,"Veterans Administration Healthcare System from February 8, 2020 to March 30, 2032",,Y,N
